utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos,IsFullTracking,SvPositionEcefXMeters,SvPositionEcefYMeters,SvPositionEcefZMeters,SvVelocityEcefXMetersPerSecond,SvVelocityEcefYMetersPerSecond,SvVelocityEcefZMetersPerSecond,SvClockBiasMeters,SvClockDriftMetersPerSecond,KlobucharAlpha0,KlobucharAlpha1,KlobucharAlpha2,KlobucharAlpha3,KlobucharBeta0,KlobucharBeta1,KlobucharBeta2,KlobucharBeta3
1776576439769,310886112000000,18,,-1460300771657884981,0.22458410263061523,1324.190990999341,-20.227325574890045,7.804383970339238,590,5,0.0,16399,19657689575059,27,28.2,-707.4071655273438,0.6150000095367432,16,0.0,0.0,1575420000,,,,0,,1,0.0,24.599999999999998,0.0,0.0,,,C,293034028560062,,6588708.542260465,20743767.62638675,-15370675.840132998,-504.6838237789119,1856.7080924239751,2319.4424211576547,-69523.0635742815,0.00017986410239245743,0.000000015832483768463135,0.000000014901161193847656,-0.00000011920928955078125,-0.00000011920928955078125,106496.0,65536.0,-196608.0,-196608.0
1776576439769,310886112000000,18,,-1460300771657884981,0.22458410263061523,1324.190990999341,-20.227325574890045,7.804383970339238,590,6,0.0,16399,19657697650961,9,39.2,418.3198547363281,0.06000000238418579,16,0.0,0.0,1575420000,,,,0,,1,0.0,35.6,0.0,0.0,,,C,293034028560062,,-3720359.087094986,15859145.304947224,21003751.84203394,-1934.2196479624536,-1812.4184561383668,1043.9412454123233,-182798.94894144952,0.0006902968161739409,0.000000015832483768463135,0.000000014901161193847656,-0.00000011920928955078125,-0.00000011920928955078125,106496.0,65536.0,-196608.0,-196608.0
1776576439769,310886112000000,18,,-1460300771657884981,0.22458410263061523,1324.190990999341,-20.227325574890045,7.804383970339238,590,11,0.0,16399,19657700503300,7,40.8,-9.649194717407227,0.057500001043081284,16,0.0,0.0,1575420000,,,,0,,1,0.0,37.199999999999996,0.0,0.0,,,C,293034028560062,,8997872.626471227,21688997.533033468,12535334.201938592,-1260.107589940928,-978.3146690122892,2600.6463993982443,-110399.89198587705,0.004036235288367607,0.000000015832483768463135,0.000000014901161193847656,-0.00000011920928955078125,-0.00000011920928955078125,106496.0,65536.0,-196608.0,-196608.0
1776576439769,310886112000000,18,,-1460300771657884981,0.22458410263061523,1324.190990999341,-20.227325574890045,7.804383970339238,590,12,0.0,16399,19657694309759,6,41.9,-582.6220703125,0.045900002121925354,16,0.0,0.0,1575420000,,,,0,,1,0.0,38.3,0.0,0.0,,,C,293034028560062,,12190692.085111544,10285795.669961298,20950382.692837693,-873.6365863276965,2584.9775447388615,-750.6749057415186,-182258.1847593873,-0.0008741915225982666,0.000000015832483768463135,0.000000014901161193847656,-0.00000011920928955078125,-0.00000011920928955078125,106496.0,65536.0,-196608.0,-196608.0
1776576439769,310886112000000,18,,-1460300771657884981,0.22458410263061523,1324.190990999341,-20.227325574890045,7.804383970339238,590,14,0.0,16399,19657692129210,7,41.3,630.7122192382812,0.045500002801418304,16,0.0,0.0,1575420000,,,,0,,1,0.0,37.699999999999996,0.0,0.0,,,C,293034028560062,,-12980905.47724086,20389411.847585503,-10557276.78733915,19.44782422028254,-1405.2307595424854,-2744.719096447194,222973.6177667415,-0.00032545707654207945,0.000000015832483768463135,0.000000014901161193847656,-0.00000011920928955078125,-0.00000011920928955078125,106496.0,65536.0,-196608.0,-196608.0
1776576439769,310886112000000,18,,-1460300771657884981,0.22458410263061523,1324.190990999341,-20.227325574890045,7.804383970339238,590,17,0.0,16399,19657690901986,7,41.3,223.37692260742188,0.042500000447034836,16,0.0,0.0,1575420000,,,,0,,1,0.0,37.699999999999996,0.0,0.0,,,C,293034028560062,,-20173033.583910674,13322110.379140887,11666902.198457507,-1427.4816636516616,124.00475917850446,-2668.7131432506467,-34831.200724250935,-0.0016023898424464278,0.000000015832483768463135,0.000000014901161193847656,-0.00000011920928955078125,-0.00000011920928955078125,106496.0,65536.0,-196608.0,-196608.0
1776576439769,310886112000000,18,,-1460300771657884981,0.22458410263061523,1324.190990999341,-20.227325574890045,7.804383970339238,590,19,0.0,16399,19657698102842,8,39.6,99.39842224121094,0.057500001043081284,16,0.0,0.0,1575420000,,,,0,,1,0.0,36.0,0.0,0.0,,,C,293034028560062,,-11071196.954165388,15336195.281982817,18353382.461141802,-2356.8023329027424,273.2868526006571,-1696.695940344208,209113.6736780447,-0.00043836067197844386,0.000000015832483768463135,0.000000014901161193847656,-0.00000011920928955078125,-0.00000011920928955078125,106496.0,65536.0,-196608.0,-196608.0
1776576439769,310886112000000,18,,-1460300771657884981,0.22458410263061523,1324.190990999341,-20.227325574890045,7.804383970339238,590,21,0.0,16399,19657696723065,12,36.2,-572.18310546875,0.07249999791383743,16,0.0,0.0,1575420000,,,,0,,1,0.0,32.6,0.0,0.0,,,C,293034028560062,,-631895.6164103448,25259090.49225301,-8120521.355015897,-504.3057747162627,936.7850791773315,2955.285055503503,124309.76641094439,0.00012149922258686274,0.000000015832483768463135,0.000000014901161193847656,-0.00000011920928955078125,-0.00000011920928955078125,106496.0,65536.0,-196608.0,-196608.0
1776576439769,310886112000000,18,,-1460300771657884981,0.22458410263061523,1324.190990999341,-20.227325574890045,7.804383970339238,590,22,0.0,16399,19657695449583,19,31.5,446.0763244628906,3.040604829788208,16,0.0,0.0,1575420000,,,,0,,1,0.0,27.9,0.0,0.0,,,C,293034028560062,,-11111902.573554972,23859422.585891012,-4333094.085873149,-65.07979688154153,-638.9748926808558,-3085.696016458015,-4875.389142910912,0.002269373572744371,0.000000015832483768463135,0.000000014901161193847656,-0.00000011920928955078125,-0.00000011920928955078125,106496.0,65536.0,-196608.0,-196608.0
1776576439769,310886112000000,18,,-1460300771657884981,0.22458410263061523,1324.190990999341,-20.227325574890045,7.804383970339238,590,24,0.0,16399,19657691173267,21,30.5,289.7994079589844,0.2671999931335449,16,0.0,0.0,1575420000,,,,0,,1,0.0,26.9,0.0,0.0,,,C,293034028560062,,,,,,,,,,0.000000015832483768463135,0.000000014901161193847656,-0.00000011920928955078125,-0.00000011920928955078125,106496.0,65536.0,-196608.0,-196608.0
