utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,2,0.0,16431,503880930283665,32,32.12285614013672,-34.768489509236844,0.6903446168784835,25,-2329.320861117457,0.0034013132099062204,1.57542003E9,,,,0,,1,,28.022855758666992,0.0,1.0,0.0,1.0,C,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,6,0.0,16431,503880929046216,15,41.205440521240234,445.16909651129663,0.15,25,30696.60438785529,0.0012679252540692687,1.57542003E9,,,,0,,1,,37.10544204711914,0.320142130558394,1.0,0.320142130558394,1.0,C,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,12,0.0,16431,503880930832790,14,41.95341110229492,-182.82419305333337,0.15,25,-12471.876401757878,0.0011633089743554592,1.57542003E9,,,,0,,1,,37.85341262817383,-0.6984919076624261,1.0,-0.6984919076624261,1.0,C,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,17,0.0,16431,503880917392278,41,29.083398818969727,590.8583741531802,0.8283042101241156,16,41143.69318472997,3.4028234663852886E38,1.57542003E9,,,,0,,1,,24.9833984375,-0.7858034271858065,1.0,-0.7858034271858065,1.0,C,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,19,0.0,16431,503880924049186,14,42.0355110168457,613.0363057669642,0.15,25,42619.237944734385,0.0011523651191964746,1.57542003E9,,,,0,,1,,37.93551254272461,0.0,1.0,0.0,1.0,C,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,20,0.0,16431,503880920127026,27,33.98139953613281,-475.2828554667649,0.6085386000133952,25,-32497.46763460914,0.0027461200952529907,1.57542003E9,,,,0,,1,,29.881399154663086,0.0,1.0,0.0,1.0,C,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,24,0.0,16431,503880927289637,13,45.50853729248047,501.5665302055693,0.15,25,34752.425652991005,8.143620216287673E-4,1.57542003E9,,,,0,,1,,41.408538818359375,-0.20372681261465636,1.0,-0.20372681261465636,1.0,C,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,25,0.0,16431,503880922000956,16,40.46273422241211,-501.0417967049441,0.15,25,-34321.39895736162,0.001381112146191299,1.57542003E9,,,,0,,1,,36.362735748291016,-2.0372682255564105,1.0,-2.0372682255564105,1.0,C,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,6,0.0,81921,503880929046742,7,37.16994857788086,445.11592787912105,0.15,25,32163.82661404408,0.002671106019988656,1.17645005E9,,,,0,,1,,33.16994857788086,1.9208527336454408,2.2107636235246737,1.9208527336454408,1.0,Q,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,24,0.0,81921,503880927290168,8,40.35179901123047,501.554908087895,0.15,25,36273.67717749517,0.0018518191063776612,1.17645005E9,,,,0,,1,,36.35179901123047,3.143213708743226,2.2107636235246737,3.143213708743226,1.0,Q,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,25,0.0,81921,503880922001468,6,36.095428466796875,-501.09656721257625,0.15,25,-35862.29137604462,0.0028499742038547993,1.17645005E9,,,,0,,1,,32.095428466796875,1.0186341127782053,2.2107636235246737,1.0186341127782053,1.0,Q,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,18,0.0,32995,82662935426454,45,36.575382232666016,172.95856589964285,0.15,17,11943.779457923967,0.09579394999780246,1.60031245E9,,,,0,,3,,32.47538375854492,48.42877388000488,2.0000000474974513,48.42877388000488,2.0000000474974513,C,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,9,0.0,32995,82662922144046,33,44.167423248291016,-662.7818323392235,0.15,25,-44977.59014114773,8.872242760844529E-4,1.60087501E9,,,,0,,3,,40.06742477416992,48.42877388000488,2.0000000474974513,48.42877388000488,2.0000000474974513,C,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,15,0.0,32995,82662932381247,53,34.50613784790039,582.9503580960186,0.583548570710215,17,38533.40180117017,0.09611042251021057,1.602E9,,,,0,,3,,30.406137466430664,48.42877388000488,2.0000000474974513,48.42877388000488,2.0000000474974513,C,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,19,0.0,32995,82662929228574,43,36.990272521972656,-407.63231485498636,0.15,25,-28362.87594045791,0.0020236182026565075,1.60368755E9,,,,0,,3,,32.89027404785156,48.42877388000488,2.0000000474974513,48.42877388000488,2.0000000474974513,C,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,17,0.0,32995,82662929090399,33,45.507347106933594,718.4488449077558,0.15,25,50348.43933638119,7.998368237167597E-4,1.60424998E9,,,,0,,3,,41.4073486328125,48.42877388000488,2.0000000474974513,48.42877388000488,2.0000000474974513,C,8205975110542
1651867062999,69236000000,,,-1335902211763640179,0.0,5.39090772798039,339.0,1.0,7,2,0.0,85026,503880914982686,22,36.85137176513672,489.0124618401312,0.15,25,33393.32639339813,0.0020931337494403124,1.57542003E9,,,,0,,6,,32.751373291015625,-4.423782229423522,1.5000000237487257,-4.423782229423522,1.5000000237487257,C,8205975110542
